observationID,deploymentID,mediaID,observationLevel,observationType,scientificName,classificationProbability,classificationMethod,classifiedBy,classificationTimestamp
bf362a74-939f-4da9-8555-0500812f4bce,r0039-dona_0033,f7d1a5e7-2923-4339-a991-038a9225f6c9,media,animal,Sus scrofa,0.98,machine,DeepFaune,
b28eed53-145e-4c23-8ca5-7cc23354336d,r0039-dona_0033,b89b1a07-f5cb-4e0c-b525-685be6bdfee2,media,animal,Sus scrofa,0.99,machine,DeepFaune,
f9a09bab-6263-4069-815a-f5c4120e6f00,r0039-dona_0033,9df2a900-96ed-473b-a870-c466d39a6e75,media,animal,Sus scrofa,0.99,machine,DeepFaune,
2851b3f8-5bd4-4433-924f-20e2ed400877,r0039-dona_0033,bc80417d-8001-464b-9ac1-2d8a70a28dc1,media,animal,Sus scrofa,0.99,machine,DeepFaune,
c288e6af-598c-479b-a065-6ba57ffcd951,r0039-dona_0033,645bc7dc-e079-4077-8313-c916764a239f,media,animal,Sus scrofa,0.99,machine,DeepFaune,
7697c361-33e5-4711-b5fd-12b3360f4f9a,r0039-dona_0033,47607172-f06d-438f-b5a4-1772299c1e49,media,animal,Sus scrofa,0.99,machine,DeepFaune,
53617d9e-1666-481b-b311-c197c3959070,r0039-dona_0033,f3d82743-043a-436c-b7e3-2beb9181c816,media,animal,Sus scrofa,0.99,machine,DeepFaune,
cc64d58a-90be-4db2-9911-b00c355958a6,r0039-dona_0033,bed9c384-9723-4892-ac4b-70482aef56c4,media,animal,Sus scrofa,0.99,machine,DeepFaune,
59133b27-835a-45bf-b5c8-c258d336fa5d,r0039-dona_0033,4ae8097b-1c1c-4cd9-abbb-4e2aef851f34,media,animal,Sus scrofa,0.99,machine,DeepFaune,
e69a48bf-2a1c-46de-a610-a285d609cebe,r0039-dona_0033,6553d39f-2182-4442-9b09-cba50609e174,media,animal,Sus scrofa,0.99,machine,DeepFaune,
9d5da824-a2d8-4166-be22-0e2254981f4c,r0039-dona_0033,1ded8d9a-edb5-4eaa-bd8c-733fa2b2102d,media,animal,Sus scrofa,0.99,machine,DeepFaune,
1f59bfc4-29e3-4aed-ba33-3364af8b01a0,r0039-dona_0033,6566a377-3762-4fd5-813a-9ca1910a03ad,media,animal,Sus scrofa,0.99,machine,DeepFaune,
639515f8-febf-442e-bf50-d20d66746fb6,r0039-dona_0033,4ab0b010-16bb-4e2e-9ce4-0738fdcc704a,media,animal,Sus scrofa,0.99,machine,DeepFaune,
d28045b7-6812-48bd-8e31-1c3d8919ce7c,r0039-dona_0033,095fbd63-7095-47b5-b760-ac3db652c49b,media,animal,Sus scrofa,0.99,machine,DeepFaune,
1ceb57fe-ffa7-47fc-bc42-c59352e64401,r0039-dona_0033,fef8aea0-4f58-4929-9acb-5755e6fec57b,media,animal,Sus scrofa,0.99,machine,DeepFaune,
5e1b0b25-7127-41ab-953a-8c90170cfa22,r0039-dona_0033,f59ce2de-fe59-4f3d-9bae-95430c80c117,media,animal,Sus scrofa,0.99,machine,DeepFaune,
caeea75f-df01-445a-884c-7fc672e9c0af,r0039-dona_0033,2cf406b7-4bcd-4d1c-bf80-e4bbdb1b0652,media,animal,Sus scrofa,0.99,machine,DeepFaune,
4273c948-81da-4ea4-bf46-df7030039184,r0039-dona_0033,8c99746f-8f29-48d1-bda1-b3fa801ecdaa,media,animal,Sus scrofa,0.99,machine,DeepFaune,
4d8ec161-51ba-4533-9a1c-a72041cf34dc,r0039-dona_0033,59765e18-2919-4a01-989f-b7e75e7494e2,media,animal,Sus scrofa,0.95,machine,DeepFaune,
90a30167-52e2-44b5-bb86-51ba35665d47,r0039-dona_0033,2e55241a-64d8-4fef-b3bf-960db9820cb1,media,animal,Sus scrofa,0.99,machine,DeepFaune,
bab10a15-7222-45aa-8f1a-8f186e09f5ab,r0039-dona_0033,c268e093-d568-424e-946a-cf1ad8f27ad9,media,animal,Sus scrofa,1.0,machine,DeepFaune,
fd792863-8751-41b3-875d-f4fcfcfef823,r0039-dona_0033,9732a0a6-d934-4020-95b8-f165803da567,media,animal,Sus scrofa,0.99,machine,DeepFaune,
fda235bd-03d3-4427-944f-b95972520612,r0039-dona_0033,25a32341-0376-45cc-ac8f-827298ed93bb,media,animal,Sus scrofa,0.99,machine,DeepFaune,
e0a224ce-03fa-43da-8bd5-3678ca54b1c5,r0039-dona_0033,21033d81-6fe3-48c8-81d0-e80e55f07e0e,media,animal,Sus scrofa,0.99,machine,DeepFaune,
c55adf8b-321c-4c38-8de7-3cfd21be99c7,r0039-dona_0033,f28e475f-d77b-45d2-8431-298da8fa98d4,media,animal,Sus scrofa,0.99,machine,DeepFaune,
a84e3f28-7790-4e14-81e7-1d559ed7f699,r0039-dona_0067,2f40b992-ba0a-4e5c-a3d8-2bc626c05ded,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
a579e69c-7e1c-4eb8-9f92-53d0b71faeb3,r0039-dona_0067,66bd93ae-8b70-45b5-b16b-b6263caa6309,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
dd5b38fa-a778-48f0-a195-2d9525e94494,r0039-dona_0067,913b0249-b055-4fd9-a624-06158fd06336,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
b3f330c8-de3a-4108-be60-cffca571ff04,r0039-dona_0067,1c94708f-f60e-4f91-8b78-524ec40e991e,media,animal,Cervus elaphus,0.94,machine,DeepFaune,
4098e01e-f5d1-4638-9809-8e000e55a92b,r0039-dona_0067,0502af83-0f27-412c-835e-bbb56433a8de,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
4428a7fd-695a-4b40-9434-d546723e7171,r0039-dona_0067,ba6f7a50-ef1f-40a9-85ee-7b97f6f8c37e,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
1df06aef-13df-4b5a-9a65-23b938554356,r0039-dona_0067,81790128-f9a5-458c-8df7-c7ebe56ef653,media,animal,Cervus elaphus,0.9,machine,DeepFaune,
45355725-b4d6-4020-b976-34aff0291929,r0039-dona_0067,f71f7b28-1da6-488f-b61d-dec5600d99e9,media,animal,Cervus elaphus,0.92,machine,DeepFaune,
d038af7f-8fcb-4526-91f1-e5982b192ff9,r0039-dona_0067,b294c1ef-8056-4a28-a5c2-5557e691e3d6,media,animal,Cervus elaphus,0.7,machine,DeepFaune,
3192e029-b2cc-47e3-86cf-952bdfbf5a49,r0039-dona_0067,85a03bc4-0657-4362-869a-1dc9db9fad4b,media,animal,Cervus elaphus,0.88,machine,DeepFaune,
2f96d383-3a5a-4d01-b04f-2612b85e29fa,r0039-dona_0067,acb0b3c2-e761-417b-82e1-38f9cd0be3f8,media,animal,Cervus elaphus,0.52,machine,DeepFaune,
8f4fae64-e692-48ab-8c65-12e032c274f1,r0039-dona_0067,96b0b3f5-899b-4c4d-b9fd-f9218c8ad6d9,media,animal,Cervus elaphus,0.98,machine,DeepFaune,
45d9698c-83b8-432b-bebe-a545528cbf4e,r0039-dona_0067,134e3950-d58e-4837-aad9-25697869ce01,media,animal,Cervus elaphus,1.0,machine,DeepFaune,
6dc02791-0495-4a52-b0aa-a6164b845dae,r0039-dona_0067,c7bd3aad-5deb-4286-b1ec-9d14b35a0b38,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
127b0681-d8db-4f12-88a1-ed3144578f8e,r0039-dona_0067,fe91b2c6-4284-48d4-b7a7-9dad56e70f13,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
598728ca-e262-49ab-9cd6-96a9d7e9f8b6,r0039-dona_0067,9644f534-7b7a-49ab-82b4-b2b198cd7cc7,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
5826954d-6301-474f-a8a4-717f60e82aa6,r0039-dona_0067,5350036d-ddd4-4d9f-a715-b94d14c0bbdc,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
e8bfd5d9-ce87-47f6-8ba2-b45208fa3e10,r0039-dona_0067,3cd49a0f-982c-45d8-9fa1-1cbf99c7d60e,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
b6971b86-dec5-499b-bc7e-2167ca4bd94c,r0039-dona_0067,7a89310a-561a-4ce5-bcb7-680e66ba8ebe,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
dadcd666-b488-4744-9bd5-c7f9da499383,r0039-dona_0067,9dfe2158-6724-495a-b431-b986cff35586,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
ae63f824-229d-4cdd-86a9-7fa07cb81db1,r0039-dona_0067,9cbb32a6-d8e5-46a0-9c4b-6d0ec37ba0fc,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
719897dd-cc3d-4329-9eb2-c8dcba7f954c,r0039-dona_0067,204e51bf-d863-499f-9a75-d41d8a52f4f4,media,animal,Cervus elaphus,0.95,machine,DeepFaune,
43a074e5-64f2-41ed-87b0-730323ff5c86,r0039-dona_0067,1680c04d-7ef2-46ab-ad61-10860495fab0,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
7e1b380f-1c43-499f-8464-451ace613b59,r0039-dona_0067,35b9ba15-2c3b-4c15-b29a-bb982279c768,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
c86cdb18-c43f-4df1-b33f-143bf9e1dfae,r0039-dona_0067,4e17a047-742b-43d3-9da1-155e32bef79d,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
4fbb392a-5549-47eb-ba93-e1c861ff5128,r0039-dona_0067,998dd3af-1d7c-4f93-929c-bdaf6347103d,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
0ebb15c4-20f6-429e-936e-fed8a30773ee,r0039-dona_0067,1cf87726-3bea-4b02-a919-f2a3b410ec0e,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
f0ed52e6-d720-4054-a432-9248cc000606,r0039-dona_0067,9e1ea623-f3f9-4a18-b135-057933ad7629,media,animal,Cervus elaphus,0.97,machine,DeepFaune,
15059708-e10d-4681-9300-50f18dac7327,r0039-dona_0067,5f5b9c5c-4392-4378-9d69-9aacad102b61,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
60833f0f-f1a3-438a-8e9a-f0f50bdf1421,r0039-dona_0067,acbd31f8-0c6d-447e-9eb6-f93dcd5abceb,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
e7fcae23-4870-458e-bf3e-cc6b48776846,r0039-dona_0067,01048f4f-7742-4026-81d1-81ad593cfbde,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
ef09b40d-c5d9-415d-9bcf-c297b15949b7,r0039-dona_0067,932fcc99-d104-427c-b208-d897a83b7ab1,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
2459fedd-c60e-4bda-a497-f5cc31498b10,r0039-dona_0067,4422b354-2a4b-4a9f-b39f-931c6a65843a,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
7afc4240-8f16-4962-a5e6-187711425bb3,r0039-dona_0067,5b056ea9-784c-41eb-949f-92df16f5226c,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
87a40a4b-b183-4035-a9af-ce46d0e0f302,r0039-dona_0067,be35be60-355c-4e8d-b843-5ccc743d2710,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
f64bf474-80a1-4f5d-9ae7-639d6e6c0c47,r0039-dona_0067,063d805b-9ced-4022-bd87-a6c796824dc8,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
3a054570-a6b7-48ec-b9ce-ec6b8f01f525,r0039-dona_0067,770f4ee9-cf19-4f35-8f15-8e72d1d74afb,media,animal,Cervus elaphus,0.98,machine,DeepFaune,
75c48be6-cff2-4eb3-9569-63a3a5978278,r0039-dona_0067,0b2820df-ff8e-4f12-a9ad-24efe36a8ec1,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
e843ba63-36fb-401c-a870-eb80e9bab459,r0039-dona_0067,8c6a7057-2850-472f-9745-b0572722f647,media,animal,Cervus elaphus,1.0,machine,DeepFaune,
9135f957-1546-4f2f-b2fe-c9b238665fdf,r0039-dona_0067,aae63ad5-ad3d-4238-9359-a6ae36ed0317,media,animal,Cervus elaphus,0.38,machine,DeepFaune,
a64c9d53-1850-41e7-9b92-e96ff823181c,r0039-dona_0071,ccc4a0b0-cfcf-4abb-b47c-5f7b95add7a4,media,animal,Vulpes vulpes,0.99,machine,DeepFaune,
cf1d5eb6-436e-4d02-82b3-e6dbdac62652,r0039-dona_0071,ae03239b-b7bd-4aad-a81f-91edc65f2731,media,animal,Vulpes vulpes,0.99,machine,DeepFaune,
608a8872-b375-43c6-9476-cb1426773f3d,r0039-dona_0071,0d047cf2-fe43-4b11-ba70-10f6acc57fa0,media,animal,Vulpes vulpes,0.94,machine,DeepFaune,
646b610c-427e-492b-89c5-21748dc24d49,r0039-dona_0071,ef9998cb-8773-4e0a-9c0e-0515782167cd,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
bef5ed78-a900-478a-b6e4-7cfa93a0a262,r0039-dona_0071,a0792b70-473f-4e00-a9aa-a8526b5dd9be,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
f6838ec8-ca94-4fd0-adea-9bf85361c20f,r0039-dona_0071,5dcdec1e-be18-41c2-8089-083d52b786e6,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
3b628233-b9e0-40da-9a3f-c4d43b718429,r0039-dona_0071,e1e6cae1-94cf-4d20-a3e3-d9e9de9185ae,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
df255bf0-b34c-4c33-8e4f-94fb1270dc60,r0039-dona_0071,5ef7c4b9-7256-464d-b72c-dc42315a9f5c,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
47bf591a-3328-4fd2-951b-ecd3e4a99b8d,r0039-dona_0071,27d9099d-213d-45ff-a4ac-9275e62006ab,media,animal,Cervus elaphus,0.98,machine,DeepFaune,
82155fea-401f-4fe2-bb63-a79e7996e21f,r0039-dona_0071,2104a561-4f70-4c10-b422-e230541885a0,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
6228e9cf-810d-44e4-8455-89915295c5d2,r0039-dona_0071,e973302a-f066-420c-9a9d-1170bb678115,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
38b5c5c1-0b9e-41ce-bb93-ce38f64d35e3,r0039-dona_0071,16e877c2-3e04-48a5-9be1-261a686ac9c4,media,animal,Cervus elaphus,0.98,machine,DeepFaune,
5ca15547-bed0-40d9-96bb-079630b6a3d5,r0039-dona_0071,80596071-bd20-43a0-86a9-7ae12188fc41,media,animal,Cervus elaphus,0.34,machine,DeepFaune,
e9f366ef-4c6c-4254-a65b-2fb1438a6b98,r0039-dona_0071,db238774-c757-46a1-89df-711939c9f7d7,media,animal,Cervus elaphus,0.49,machine,DeepFaune,
160d0c41-5f5f-41c3-a3e9-1528b468841e,r0039-dona_0071,c1f6a626-5cf9-4a9f-a331-700a2c483e1d,media,animal,Cervus elaphus,0.74,machine,DeepFaune,
565ac9fc-fe46-469e-ad6a-3e832136f721,r0039-dona_0071,dfe2989c-bab0-414e-a453-c92a338d6273,media,animal,Cervus elaphus,0.97,machine,DeepFaune,
1d7a1dcb-dfcd-4779-9529-168e5d7afc08,r0039-dona_0071,5c0fe5a6-8c8f-46cd-a558-568d24f6e68d,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
f7165812-efea-462c-9c15-ccc229e56417,r0039-dona_0071,13a23a78-3ae6-44e4-a9cf-e60f594d8640,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
50cd61c8-1af2-4d7b-a872-8dcba81812b5,r0039-dona_0071,8f631e10-b340-48a8-8e99-9abce5ab76d7,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
a31d5966-16f8-42f9-9590-1ba7ea50ae05,r0039-dona_0071,800bb10a-8f0c-4847-bd6d-a87f4d020f75,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
278957ba-d989-4476-90ca-ddeff3b9c972,r0039-dona_0071,b045729f-5607-434d-9009-bf9e5ca6f952,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
8afbe237-667e-4817-a054-69eef9fbe515,r0039-dona_0071,5d7ec909-326a-47c8-a83e-3dd70d84d708,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
d1aaef1f-998a-4f96-9a81-a0981a3819f2,r0039-dona_0071,0c10bf7f-f044-4ccb-8d05-5b63552f5fa6,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
48ad76f1-bfbb-4350-8ca8-2a5e072c26c4,r0039-dona_0071,eeae2103-d2f8-438d-a517-276e0c15dd49,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
3f87e894-0344-472a-9e25-cfe59d397c42,r0039-dona_0071,4ec95956-cf90-4ba6-97fc-833d7514e3e0,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
a0928882-e2fe-4a5c-afe1-9497de6a73b6,r0039-dona_0071,cc00da2d-c861-4c72-a972-1b4e473f97e0,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
5a1677ba-70e1-4d17-bed6-7cb84b4e7aec,r0039-dona_0071,892f6888-01a8-4dd7-9a68-6638a1bd4df9,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
7a14cf75-80a4-44e1-9ea9-6c6f6a6bcd3e,r0039-dona_0071,66a84ff4-7354-4b98-8624-d07ca0702fe2,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
5ac738f4-5f50-4a31-bd94-f7238e8df572,r0039-dona_0071,4ed81edd-bdd4-43c4-b807-5e93f3906336,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
ed7d476a-e80f-4acd-82d2-fee8910e617e,r0039-dona_0071,08e00da3-5910-4741-bbd5-f754b77a65fd,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
8f63bd2d-5341-4412-9624-f9afc6ccb165,r0039-dona_0071,7633e1bd-d9ff-41b1-aeb8-3cc24a703d4e,media,animal,Cervus elaphus,0.98,machine,DeepFaune,
9fc996bb-4881-474a-8ba3-d47289aff619,r0039-dona_0071,451f4d4a-e638-4f69-a801-c97f75ff3bf9,media,animal,Cervus elaphus,0.99,machine,DeepFaune,
5f5b7e00-8298-4b4a-a82b-0f6f6f9f04b0,r0039-dona_0071,89a4c4c1-d5e3-44cb-8282-1e84bc0d499b,media,animal,Cervus elaphus,1.0,machine,DeepFaune,
87401e20-5644-4cbe-b671-0a5d3defcfed,r0039-dona_0071,70283b6e-ebe6-4ced-ba3d-eb08f6421f70,media,animal,Sus scrofa,0.96,machine,DeepFaune,
4b28317d-e3ef-4309-8abb-48da8c0a4abd,r0039-dona_0071,62968723-5a89-43e7-9d3e-9bf93595a5fa,media,animal,Sus scrofa,1.0,machine,DeepFaune,
8e6e705c-7983-4b45-9422-8d4045742c50,r0039-dona_0071,c7a8df1b-a6cb-48bf-80bf-ec216a6a268e,media,animal,Sus scrofa,0.99,machine,DeepFaune,
bb6e1fcc-3991-4518-96d6-e91e21f81ff7,r0039-dona_0071,3fb2390d-16fd-455a-a883-b5ba176a11f7,media,animal,Sus scrofa,1.0,machine,DeepFaune,
dcf3e660-a7d2-4c91-8ed4-457d27f84e3a,r0039-dona_0071,e15a907f-92fd-4b9b-b5ab-dd104d44ec99,media,animal,Sus scrofa,1.0,machine,DeepFaune,
1a8c7c65-be21-4122-915a-87fa99f361a9,r0039-dona_0071,f7a0ada9-2f76-4496-ba53-c66e8a0ad3cf,media,animal,Sus scrofa,1.0,machine,DeepFaune,
2e050177-b22e-495d-8790-52800f4e9280,r0039-dona_0071,3d896a13-8198-45c0-b8d0-37dc1d655870,media,animal,Sus scrofa,1.0,machine,DeepFaune,
